"srag","covid","sdsrag","sdcovid","UF","janela"
0.0011383244047835,0.0246965580876853,0.00806531619457438,0.0282370162018087,"AC",0
0.0238153059770408,0.112444494923909,0.00383075332167853,0.00799937247074312,"AL",0
0.0572391297975118,0.0880933520036787,0.00341232054276275,0.00462673203895352,"AM",0
-0.00837634952242189,0.0249033165809693,0.00827714685302855,0.014380573590596,"AP",0
0.000612685721502375,0.0617727611555555,0.00197233456344725,0.00323842815881557,"BA",0
0.0146154820797234,0.0330657958539165,0.00178255166122445,0.00274290967656797,"CE",0
0.000225415769037307,0.078348570825952,0.00283735285752908,0.00466557676217642,"DF",0
-0.0257000007194633,0.0588387200749435,0.00431297151512615,0.0125575577080203,"ES",0
0.0255623667347726,0.0472124477543339,0.00232726750837768,0.00326794367840978,"GO",0
-0.0319150845677041,0.0362736661062995,0.00391124665285645,0.00649120489261769,"MA",0
0.0257625526715188,0.0881186315772811,0.0011506724609234,0.00233607778437808,"MG",0
0.0246186526443398,0.0778260662930941,0.00266115157294947,0.00627979577962264,"MS",0
0.00774984892975181,0.0617164488599992,0.00402358517439692,0.0060246118593775,"MT",0
0.000278142924099866,0.0460740034001669,0.00297152369414832,0.0047621017204583,"PA",0
0.0193763685834576,0.0903153838543022,0.00352574926668398,0.00734604305482077,"PB",0
-0.0170356001477539,0.0148601853293746,0.00335849486585693,0.0123517270069436,"PE",0
0.020345726875385,0.0427596343273064,0.00484006986193356,0.00801310317896269,"PI",0
0.0250200547869766,0.066973160634928,0.00150431528967305,0.00299361346466812,"PR",0
0.0488607854432888,0.0829117581380034,0.0015551081046064,0.00234065546533702,"RJ",0
0.0458421325955902,0.0903138545078037,0.00440416871401411,0.0067249339669331,"RN",0
0.0016890183345614,0.0275848610162548,0.00634175904453983,0.0103591741794218,"RO",0
0.0191443679056684,0.0166536546219185,0.0175207322089109,0.0230816711033129,"RR",0
0.0469257902022285,0.085929676917768,0.00196968938343437,0.0026923293325718,"RS",0
0.0346815349523436,0.0698960301308829,0.00217749463098198,0.00314935733614531,"SC",0
-0.0179078254853573,0.0915366601548692,0.00383496330574659,0.00976805132408493,"SE",0
0.0166763660039031,0.0534631001120925,0.000733391679109838,0.00103951579082647,"SP",0
0.0145706214417539,0.0407070106897967,0.0052836829999003,0.00688125514408616,"TO",0
0.00699691528702548,0.0523107864892408,0.00830836044816934,0.032755998495988,"AC",1
0.0191031336602601,0.115986949777869,0.00420371627511883,0.0118634905732663,"AL",1
0.0439476388952323,0.110517213414461,0.00380533206796002,0.00652553925100274,"AM",1
0.00979423019887781,0.0289014275804863,0.0085928490004026,0.0162497459861859,"AP",1
0.00374256950895859,0.0658013140341906,0.00203622377703073,0.00407931065165508,"BA",1
0.0449108860547012,0.0884493766332735,0.00199297825310928,0.0035070203973384,"CE",1
0.020437798263739,0.110625403906966,0.0029917095748329,0.00681070635378025,"DF",1
-0.024911907843542,0.0599453749987283,0.00407050492011202,0.0153546852926342,"ES",1
0.0381170860352445,0.0747117281274928,0.00258418499217748,0.00407664612638295,"GO",1
0.0106742329923387,0.0508228116508807,0.00392096501680324,0.00762295036328175,"MA",1
0.0310080857648909,0.114984387214948,0.00127624986975942,0.00344524320666897,"MG",1
0.0478018420244752,0.0961601419540533,0.00307490280794036,0.00845170329345012,"MS",1
0.0141630394695619,0.0578792907936039,0.00432039120759148,0.00766513103270835,"MT",1
-0.00210435425328569,0.0093585058705193,0.00306522328475229,0.005256658938886,"PA",1
0.0390243300231911,0.0929198702688737,0.00406635239106682,0.0100048192399792,"PB",1
-0.00850323849650089,0.00439678401494213,0.00327477060817921,0.0125344443959884,"PE",1
0.0333049243018427,0.0146744749921827,0.00533244695686379,0.00892082374339323,"PI",1
0.0361534918433217,0.0996193117191583,0.0016845329507733,0.00416658781607347,"PR",1
0.0419332953373187,0.128345466985419,0.00175332303491821,0.00357500160620364,"RJ",1
0.0491357327169451,0.0974033850055247,0.00528819983181508,0.00895390116825334,"RN",1
-0.00571687813045327,0.0255207261677452,0.00623903807869646,0.0117251393563472,"RO",1
0.0343707648947584,0.0500106004925805,0.0187026848180744,0.0263639411773972,"RR",1
0.0556999774507272,0.110901593064476,0.00233702868815473,0.00387258669399821,"RS",1
0.0499104807589259,0.0952873643082282,0.00253186149047035,0.00428160105294673,"SC",1
0.00507427680552725,0.112402508027821,0.00384764703208133,0.0142619959558168,"SE",1
0.0257184070649887,0.0881561911226305,0.000785712343446735,0.0013856513325281,"SP",1
0.0350554266682504,0.0436021716602095,0.00589600566069838,0.00803948339324741,"TO",1
0.0383954020649334,0.0832957100347821,0.00919819077711961,0.0422130363790012,"AC",2
0.0386509826938515,0.119045563551098,0.00476344744891757,0.0177362085642604,"AL",2
0.000181405978571299,0.0474329243390142,0.00415653409021866,0.00762179280319553,"AM",2
0.0571393379871595,0.045460685265916,0.00997912244305265,0.0183066546751958,"AP",2
0.0193881457059325,0.0556164393987154,0.00213150116407505,0.00494975148490502,"BA",2
0.0619642223627622,0.0983118858175382,0.00245708695552428,0.00482926916703031,"CE",2
0.0390568555172978,0.125903551075394,0.00332401936716071,0.0103772002300938,"DF",2
-0.00108845327664163,0.0211835053641264,0.00394332904229769,0.0170824117922329,"ES",2
0.051858380144309,0.0828609577000912,0.00307616334448886,0.00535043630783852,"GO",2
0.0574765652002458,0.0499635961526205,0.00454209201993166,0.00934267929494208,"MA",2
0.0388844068561451,0.113236982721423,0.00145123068809043,0.00495269982224998,"MG",2
0.0615312500969579,0.0769490029615546,0.00376995852132851,0.0112765555074839,"MS",2
0.049718313537618,0.0950365774294607,0.00496581844990198,0.0100749651666829,"MT",2
0.017486140385719,-0.0123396236392929,0.0031618104954117,0.00525930578015171,"PA",2
0.0546566443186769,0.0447355128717478,0.00475712529120823,0.0118575305974259,"PB",2
0.0250249800875891,0.0123975124410462,0.00342539113372135,0.0130151430012636,"PE",2
0.0472395187426542,0.0155212932087971,0.00613518347835715,0.0095451092004094,"PI",2
0.0477444579997995,0.117448674729849,0.00194380942259288,0.00606102308053318,"PR",2
0.0109353401386399,0.112391095005314,0.00191589811210691,0.00510742550051536,"RJ",2
0.0513861131427691,0.0446523527910233,0.0063265228565614,0.0111678776475489,"RN",2
0.00354546085402474,0.0106361386700191,0.00636660789489115,0.0120484081853198,"RO",2
0.0163873215178394,0.046450234995328,0.0198264204467284,0.0306307813709427,"RR",2
0.0416335209154574,0.0882500539244992,0.00273443930685869,0.00519182700149201,"RS",2
0.0528317096082733,0.0849578687877208,0.00297596448018149,0.0055197387239048,"SC",2
0.0507832561926861,0.114088091717718,0.00437744089717658,0.0196897003104679,"SE",2
0.0304127143369886,0.112876900453444,0.000873087737927275,0.00203227746975667,"SP",2
0.0551214759204708,0.0639641325777237,0.00697862373891411,0.00982940257384245,"TO",2
0.037572906747144,-0.0262211375305914,0.0101178299172882,0.0390769321198141,"AC",3
0.0516541712367219,0.0315988270149664,0.00553396619124156,0.0196633564471254,"AL",3
0.000721671611359872,0.00997443300912173,0.0043295482722912,0.00867196619251411,"AM",3
0.064714302978389,-0.00457275553073869,0.0117407014982267,0.0180780228188885,"AP",3
0.0316089766890469,0.0352478879966739,0.00230576770414929,0.00554414734411871,"BA",3
0.0716987377047034,0.0686192027363865,0.00306708065462058,0.00601542953580787,"CE",3
0.0434262794581831,0.0816678242660851,0.00376803402787513,0.0131744897853599,"DF",3
0.0340794504664427,-0.0172132746538954,0.00417396868812085,0.0165975060245872,"ES",3
0.0538879521041531,0.0565624503173883,0.00371132703513077,0.00660317294277161,"GO",3
0.0962251512093722,0.0413881431590982,0.00585714860258196,0.0101197843057493,"MA",3
0.0362028508169269,0.0538176338865232,0.00163112757155969,0.00599923968566546,"MG",3
0.0589612730487522,0.0305177012577765,0.00447641774872868,0.0124191816830468,"MS",3
0.078043213020803,0.0370521585776589,0.00631991499150878,0.0114393706210163,"MT",3
0.0275934316941373,-0.0149064757706052,0.00336268312030541,0.00505051354179773,"PA",3
0.0405264095952939,-0.0135940790366423,0.00525231411154807,0.0118079360190923,"PB",3
0.0399942945638357,-0.0210067638091146,0.00376312548548594,0.0126445425743648,"PE",3
0.0286584226797182,0.00686162402901493,0.00680245648534272,0.00966837613867933,"PI",3
0.0301399550669178,0.0515270327832509,0.0021665682556792,0.0071666588110346,"PR",3
-0.00737075024117492,0.0415192892887632,0.00194242060450434,0.0059017424988338,"RJ",3
0.0360710511111198,-0.00527676405435018,0.00693611679390708,0.0112131334714945,"RN",3
0.000554787391473781,-0.0332741905523257,0.00629507819487928,0.0112092653187368,"RO",3
-0.0414329509121882,-0.0315988270033245,0.0191021035000291,0.0278080385774789,"RR",3
0.0152162494189292,0.0214975494454932,0.00291197628144962,0.00561954640338295,"RS",3
0.0274301584019397,0.0249804353446526,0.0033452681128084,0.00636911898500544,"SC",3
0.0766318407083223,0.0246965580863863,0.00541605824397377,0.0244539253775928,"SE",3
0.0336271329192428,0.100393381085682,0.000975730140937136,0.00278479285038715,"SP",3
0.0325050339252669,0.0343535221203993,0.00747737617230363,0.0109861959507553,"TO",3
0.0376445738983592,-0.0492009928057806,0.0115373591433915,0.0387447369554129,"AC",4
0.0431931190409128,0.00489959140132758,0.00632093323494617,0.0216087614725501,"AL",4
0.0240647298387512,0.00315908801540886,0.00451315630938116,0.00905963425140627,"AM",4
0.0265419265913039,-0.0388893210593077,0.0129649850952688,0.0179356563495634,"AP",4
0.0340413993066954,-0.00049474503266302,0.00260728746515117,0.0059446685971798,"BA",4
0.0489638448474813,0.0318427366782333,0.00362051465021304,0.00714988612141714,"CE",4
0.0213036745697339,0.00686162402901508,0.00414351706296865,0.0147686883656501,"DF",4
0.0418855388201325,-0.0471078096458621,0.00467673251225286,0.0159778257752863,"ES",4
0.0405346992064051,0.0283437919446163,0.00412758956301462,0.00728516071120864,"GO",4
0.0322007509429983,-0.0181273046238033,0.00671396477841458,0.0104348670361005,"MA",4
0.0241703996579992,-0.00161592343298011,0.0017852576253386,0.00647881782294888,"MG",4
0.0330404642383216,-0.00300789655077904,0.00519817813505022,0.0131119395841407,"MS",4
0.0794424563023117,0.00610579326293528,0.00808137665195384,0.012599850188918,"MT",4
0.0173036714568444,-0.0146959009561122,0.00359369433583424,0.00484425615983958,"PA",4
-0.0109129449214228,-0.0462497684477086,0.00564990512451806,0.0116610690729641,"PB",4
0.0291062434195268,-0.0245593320035259,0.0040894658706799,0.011713540255268,"PE",4
0.000170575761867852,-0.02846025270252,0.0069811153226704,0.00916459988439801,"PI",4
0.00900568193180991,-0.0042338575438729,0.00229177592075212,0.00777906071241733,"PR",4
-0.00455251042854856,-0.00834138047718096,0.00192558472889842,0.00652994325961241,"RJ",4
0.00058910445839193,-0.0350254271050916,0.00749037563376304,0.0108449205162346,"RN",4
-0.0144516779273829,-0.059945374998455,0.00598346604433916,0.0104414539612988,"RO",4
-0.0352901547126934,-0.0599453749987149,0.0175175326638525,0.0274672893127318,"RR",4
-0.00569458861691852,-0.0307427824599514,0.00301624145015383,0.00583259064507694,"RS",4
0.00506290177483805,-0.0124753211825161,0.00351743528708204,0.00656732871155893,"SC",4
0.0727990760431103,0.0276175225487894,0.00689004839284789,0.0270661204513068,"SE",4
0.0332964872105953,0.0418509839406263,0.00108794343120421,0.00325345218327644,"SP",4
-0.0051967526622816,0.00276527048304919,0.00803768293485672,0.0114763886489958,"TO",4
